id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
5476,OP25,small_airport,"Gurha Salim Airport",32.8785018921,73.60530090329999,800,AS,Pakistan,PK,Punjab,PK-PB,PB,"Gurha Salim",0,OP25,,OP25,,"https://en.wikipedia.org/wiki/Gurha_Salim_Airport,_Jhelum","OP 922, XJM",50,2011-10-09T12:34:55+00:00
5469,OP1A,small_airport,"Jam Nida Northwest Airport",26.19809913635254,67.50370025634766,420,AS,Pakistan,PK,Sindh,PK-SD,SD,"Jam Nida",0,OP1A,,OP1A,,,,50,2008-09-01T20:49:03+00:00
317902,PK-0017,small_airport,"Jungshahi Airstrip",24.8366,67.7619,45,AS,Pakistan,PK,Sindh,PK-SD,SD,Jungshahi,0,,,,,,,50,2016-05-15T17:30:13+00:00
5484,OP35,small_airport,"Juzzak Airport",29.04050064086914,61.64739990234375,2861,AS,Pakistan,PK,Balochistan,PK-BA,BA,Juzzak,0,OP35,,OP35,,,,50,2008-09-01T20:49:15+00:00
35198,PK-KCF,small_airport,"Kadanwari Airport",27.1667003632,69.31670379639999,248,AS,Pakistan,PK,Sindh,PK-SD,SD,Kadanwari,0,OPKW,KCF,,,https://en.wikipedia.org/wiki/Kadanwari_Airport,,50,2014-12-18T02:25:53+00:00
41641,PK-0008,closed,"Mari Indus East Airstrip",32.919998,71.690002,310,AS,Pakistan,PK,Punjab,PK-PB,PB,Kalabagh,0,,,,,,"OP0T, OP0T",50,2021-04-22T00:25:04+00:00
41619,OPKL,closed,"Kalat Airport",29.133333,66.51667,6100,AS,Pakistan,PK,Balochistan,PK-BA,BA,Kalat,0,,,,,,"OPKL, OPKL",50,2020-10-23T13:12:06+00:00
5482,OP33,small_airport,"Kandhkot Airport",28.27400016784668,69.2760009765625,250,AS,Pakistan,PK,Sindh,PK-SD,SD,Kandhkot,0,OP33,,OP33,,,,50,2008-09-01T20:49:11+00:00
41618,OPKK,closed,"Korangi Creek Airport",24.7843,67.139,3,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,"OPKK, OPKK",50,2022-01-19T23:44:57+00:00
5480,OP31,small_airport,"Kashmor Airport",28.470600128173828,69.5990982055664,260,AS,Pakistan,PK,Sindh,PK-SD,SD,Kashmor,0,OP31,,OP31,,,,50,2008-09-01T20:49:07+00:00
5485,OP36,small_airport,"Robray Airport",26.251688,63.129933,1840,AS,Pakistan,PK,Balochistan,PK-BA,BA,Kech,0,OP36,,OP36,,,,50,2021-04-21T23:51:19+00:00
5481,OP32,small_airport,"Khairpur Airport",28.036100387573242,69.67489624023438,300,AS,Pakistan,PK,Sindh,PK-SD,SD,Khairpur,0,OP32,,OP32,,,,50,2008-09-01T20:49:09+00:00
41611,OPBL,small_airport,"Bela Airport",29.49220085144043,71.11840057373047,347,AS,Pakistan,PK,Punjab,PK-PB,PB,"Khan Bela",0,OPBL,,,,,,50,2008-09-01T20:47:26+00:00
5464,OP15,small_airport,"Ouzkani Airport",30.25078,70.23205,2331,AS,Pakistan,PK,Punjab,PK-PB,PB,Khandor,0,OP15,,OP15,,,,50,2021-04-22T00:10:03+00:00
299580,PK-0014,small_airport,"Khanpur Airport",28.6433333333,70.6325,283,AS,Pakistan,PK,Punjab,PK-PB,PB,Khanpur,0,,,,,,,50,2011-10-09T16:10:54+00:00
5256,OPKN,closed,"Kharan Airport",28.5972,65.422501,2408,AS,Pakistan,PK,Balochistan,PK-BA,BA,Kharan,0,,,,,,OPKN,50,2021-04-21T23:53:29+00:00
41639,PK-0006,small_airport,"Kharan East Airport",28.620667,65.471001,2408,AS,Pakistan,PK,Balochistan,PK-BA,BA,Kharan,0,,,,,,,50,2021-04-21T23:54:23+00:00
5477,OP26,small_airport,"Khewra Airport",32.62910079956055,73.02259826660156,767,AS,Pakistan,PK,Punjab,PK-PB,PB,Khewra,0,OP26,,OP26,,,,50,2008-09-01T20:49:03+00:00
32100,OPKT,small_airport,"Kohat Airport",33.5699996948,71.4400024414,1650,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Kohat,0,OPKT,OHT,,,https://en.wikipedia.org/wiki/Kohat_Airbase,,50,2011-10-09T13:49:49+00:00
5467,OP18,small_airport,"Kot Addu Airport",30.49489974975586,70.97109985351562,423,AS,Pakistan,PK,Punjab,PK-PB,PB,"Kot  Addu",0,OP18,,OP18,,,,50,2008-09-01T20:49:01+00:00
5468,OP19,small_airport,"Chashma Airport",32.4244995117,71.4585037231,645,AS,Pakistan,PK,Punjab,PK-PB,PB,Kundian,0,OP19,,OP19,,https://en.wikipedia.org/wiki/Chashma_Airport,,50,2011-10-09T09:54:57+00:00
317899,PK-0015,small_airport,"Larkana Airport",27.4831,68.1926,167,AS,Pakistan,PK,Sindh,PK-SD,SD,Larkana,0,,,,,,,50,2016-05-15T15:25:26+00:00
5462,OP13,small_airport,"Mad Jamu Airport",28.356199264526367,70.6001968383789,256,AS,Pakistan,PK,Punjab,PK-PB,PB,"Mad Jamu Kholelan",0,OP13,,OP13,,,,50,2008-09-01T20:48:58+00:00
5475,OP24,small_airport,"Mandi Bahauddin Air Base",32.60139846801758,73.5083999633789,750,AS,Pakistan,PK,Punjab,PK-PB,PB,"Mandi Bahauddin",0,,,,,,OP24,50,2009-04-11T09:31:08+00:00
41631,PK-HRA,closed,"Mansehra Airport",34.333321,73.200203,3530,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Mansehra,0,,,,,,HRA,50,2021-03-04T15:57:35+00:00
5460,OP11,small_airport,"Mir Baz Airport",31.191082,70.183532,2350,AS,Pakistan,PK,Balochistan,PK-BA,BA,"Mir Baz",0,OP11,,OP11,,,,50,2021-04-22T00:07:32+00:00
32123,OPMN,small_airport,"Miram Shah Airport",33.01470184326172,70.06439971923828,3022,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,"Miram Shah",0,OPMN,,,,,,50,2008-09-01T20:48:03+00:00
41621,OPMK,small_airport,"Mirpur Khas Air Base",25.682501,69.0728,180,AS,Pakistan,PK,Sindh,PK-SD,SD,"Mirpur Khas",0,OPMK,,,,,,50,2018-04-26T12:43:10+00:00
5483,OP34,small_airport,"Nok Kundi Airport",28.819400787353516,62.7307014465332,2227,AS,Pakistan,PK,Balochistan,PK-BA,BA,"Nok Kundi",0,OP34,,OP34,,,,50,2008-09-01T20:49:13+00:00
41613,OPCT,small_airport,"Chirat Airport",33.968101501464844,71.96749877929688,1192,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Nowshera,0,OPCT,,,,,,50,2008-09-01T20:47:32+00:00
5266,OPNK,closed,"Nushki Airport",29.539,66.0233,3200,AS,Pakistan,PK,Balochistan,PK-BA,BA,Nushki,0,,,,,,"OPNK, OPNK, NHS",50,2021-04-21T23:59:12+00:00
5267,OPOK,small_airport,"Okara Cantonment Airstrip",30.740999221800003,73.3576965332,568,AS,Pakistan,PK,Punjab,PK-PB,PB,Okara,0,OPOK,,,,,,50,2012-01-04T10:57:54+00:00
5486,OP37,small_airport,"Pano Aqil Southeast Airport",27.813100814819336,69.16709899902344,200,AS,Pakistan,PK,Sindh,PK-SD,SD,"Pano Aqil",0,OP37,,OP37,,,,50,2008-09-01T20:49:19+00:00
41622,OPPN,small_airport,"Pishin Airport",30.552457,66.984768,5075,AS,Pakistan,PK,Balochistan,PK-BA,BA,Pishin,0,OPPN,,,,,,50,2021-04-21T22:03:23+00:00
343342,PK-0049,small_airport,"PAF Khalid Air Base",30.2376,67.03685,5669,AS,Pakistan,PK,Balochistan,PK-BA,BA,Quetta,0,,,,,,,50,2021-04-21T22:01:54+00:00
342193,PK-0045,small_airport,"Jamal Din Wali Airport",28.50676,70.06305,272,AS,Pakistan,PK,Punjab,PK-PB,PB,"Rahim Yar Khan",0,,,,,,,50,2021-03-18T14:40:11+00:00
342194,PK-0046,small_airport,"Al Ghaba Airstrip",28.29812,70.48936,276,AS,Pakistan,PK,Punjab,PK-PB,PB,"Rahim Yar Khan",0,,,,,,,50,2021-03-18T14:40:59+00:00
5271,OPQS,small_airport,"Dhamial Army Airbase",33.5602,73.033203,1581,AS,Pakistan,PK,Punjab,PK-PB,PB,Rawalpindi,0,OPQS,,,,https://en.wikipedia.org/wiki/Dhamial_Army_Airbase,"Qasim Airport",50,2022-11-02T09:22:06+00:00
41625,PK-0052,closed,"Sahiwal Airport",31.88959,72.309345,570,AS,Pakistan,PK,Punjab,PK-PB,PB,Sahiwal,0,,,,,,"OPSW, SWN",50,2021-12-28T12:22:35+00:00
41623,OPSP,closed,"Shekhupura Airport",31.7085,74.010201,680,AS,Pakistan,PK,Punjab,PK-PB,PB,Shekhupura,0,,,,,,"OPSP, OPSP",50,2021-04-27T15:51:36+00:00
41634,PK-0001,closed,"Shikarpur Airport",29.166667,70.433333,219,AS,Pakistan,PK,Sindh,PK-SD,SD,Shikarpur,0,,,,,,,50,2020-10-23T13:37:35+00:00
299579,PK-0013,small_airport,"Sialkot Cantonment Airport",32.514722,74.528889,2074,AS,Pakistan,PK,Punjab,PK-PB,PB,Sialkot,0,,,,,https://en.wikipedia.org/wiki/Sialkot_Cantonment_Airport,,50,2021-04-22T00:39:16+00:00
32251,OPSB,small_airport,"Sibi Airport",29.571199417114258,67.847900390625,436,AS,Pakistan,PK,Balochistan,PK-BA,BA,Sibi,0,OPSB,SBQ,,,,,50,2008-09-01T20:48:27+00:00
31936,OPMP,small_airport,"Sindhri Tharparkar Airport",25.68280029296875,69.07279968261719,51,AS,Pakistan,PK,Sindh,PK-SD,SD,Sindhri,0,OPMP,MPD,,,,,50,2008-09-01T20:48:05+00:00
317905,PK-0020,small_airport,"Sujawal Airport",24.6141,68.0827,30,AS,Pakistan,PK,Sindh,PK-SD,SD,Sujawal,0,,,,,,,50,2016-05-15T18:55:31+00:00
41626,OPTT,small_airport,"Taftan Airport",28.96419906616211,61.595401763916016,2742,AS,Pakistan,PK,Balochistan,PK-BA,BA,Taftan,0,OPTT,TFT,,,,,50,2008-09-01T20:48:41+00:00
32458,OPTA,small_airport,"Tarbela Dam Airport",33.9860992432,72.61139678960001,1114,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Tarbela,0,OPTA,TLB,,,https://en.wikipedia.org/wiki/Tarbela_Dam_Airport,,50,2011-10-09T12:15:23+00:00
5474,OP23,small_airport,"Thal Airport",33.38759994506836,70.58879852294922,2650,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Thal,0,OP23,,OP23,,,,50,2008-09-01T20:49:03+00:00
5284,OPWN,small_airport,"Wana Airport",32.3046989440918,69.57039642333984,4550,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Waana,0,OPWN,WAF,,,,,50,2008-09-01T20:48:45+00:00
41645,PK-0012,closed,"Wateji Airstrip",24.8658,67.4096,149,AS,Pakistan,PK,Sindh,PK-SD,SD,Wateji,0,,,,,,,50,2021-01-25T21:47:50+00:00
341627,PK-0032,heliport,"Abbottabad University Of Science And Technology (AUST) Heliport",34.06657,73.14624,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:45:09+00:00
341628,PK-0033,heliport,"Baloch Centre Helipad",34.15696,73.21893,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:46:32+00:00
341629,PK-0034,heliport,"Pakistan Military Academy Helipad 1",34.18608,73.2624,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:47:55+00:00
341630,PK-0035,heliport,"Pakistan Military Academy Helipad 2",34.18658,73.26252,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:48:14+00:00
341631,PK-0036,heliport,"Pakistan Military Academy Helipad 9",34.19231,73.26778,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:48:44+00:00
341632,PK-0037,heliport,"Pakistan Military Academy Helipad 10",34.19186,73.26792,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:49:01+00:00
341633,PK-0038,heliport,"Pakistan Military Academy Helipad 7",34.1858,73.2612,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:49:34+00:00
341634,PK-0039,heliport,"Pakistan Military Academy Helipad 8",34.18554,73.26065,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:49:50+00:00
341635,PK-0040,heliport,"Pakistan Military Academy Helipad 5",34.18809,73.2561,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:50:15+00:00
341636,PK-0041,heliport,"Pakistan Military Academy Helipad 6",34.18868,73.25537,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:50:32+00:00
341637,PK-0042,heliport,"Pakistan Military Academy Physical Training Ground Helipad",34.18145,73.24462,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:51:38+00:00
341638,PK-0043,heliport,"Comsats University Helipad",34.19513,73.24391,,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Abbottabad,0,,,,,,,0,2021-03-04T15:54:11+00:00
354519,PK-0071,heliport,"House of Ali",25.036403,67.320528,,AS,Pakistan,PK,Sindh,PK-SD,SD,"Bahria Town",0,,,,,,,0,2022-05-21T19:59:10+00:00
41636,PK-0003,heliport,"Dalbandin Heliport",28.874799728393555,64.404296875,2776,AS,Pakistan,PK,Balochistan,PK-BA,BA,Dalbandin,0,,,,,,,0,2008-09-01T20:49:24+00:00
351734,PK-0063,heliport,"SUPARCO Heliport",25.19497,66.75061,20,AS,Pakistan,PK,Balochistan,PK-BA,BA,Gaddani,0,,,,,,,0,2022-01-21T23:38:06+00:00
351736,PK-0064,heliport,"SUPARCO Somniani Rocket Station Heliport",25.18317,66.75675,23,AS,Pakistan,PK,Balochistan,PK-BA,BA,Gaddani,0,,,,,,,0,2022-01-21T23:40:22+00:00
41637,PK-0004,heliport,"Gilgit Heliport",35.91780090332031,74.34329986572266,4864,AS,Pakistan,PK,Gilgit-Baltistan,PK-GB,GB,Gilgit,0,,,,,,,0,2008-09-24T09:08:59+00:00
342092,PK-0044,closed,"New Gwadar International Airport (under construction)",25.2955,62.5011,61,AS,Pakistan,PK,Balochistan,PK-BA,BA,Gurandani,0,,,,,,,0,2021-03-12T13:38:51+00:00
41638,PK-0005,heliport,"Gurha Salim Heliport",32.88130187988281,73.60140228271484,769,AS,Pakistan,PK,Punjab,PK-PB,PB,"Gurha Salim",0,,,,,,,0,2008-09-01T20:49:26+00:00
340187,PK-0030,heliport,"PNS Akram Heliport",25.09951,62.36931,,AS,Pakistan,PK,Balochistan,PK-BA,BA,Gwadar,0,,,,,,,0,2021-01-25T22:06:06+00:00
351557,PK-0054,heliport,"PNS Akram Parade Ground Heliport",25.09633,62.35829,66,AS,Pakistan,PK,Balochistan,PK-BA,BA,Gwadar,0,,,,,,,0,2022-01-17T05:10:49+00:00
340186,PK-0029,heliport,"Hubco Township Heliport",24.91697,66.69446,,AS,Pakistan,PK,Balochistan,PK-BA,BA,Hub,0,,,,,,,0,2021-01-25T21:52:10+00:00
354516,PK-0068,heliport,"Hubco Helipads (2x)",24.916507,66.711795,,AS,Pakistan,PK,Balochistan,PK-BA,BA,Hub,0,,,,,,,0,2022-05-21T19:48:38+00:00
354517,PK-0069,heliport,"Byco plant parking helipad",24.947114,66.72165,,AS,Pakistan,PK,Balochistan,PK-BA,BA,Hub,0,,,,,,,0,2022-05-21T19:50:54+00:00
504616,PK-0073,heliport,"Prime Minister's Residence North Helipad",33.741672,73.100431,2088,AS,Pakistan,PK,"Islamabad Capital Territory",PK-IS,IS,Islamabad,0,,,,,,,0,2022-11-02T09:26:40+00:00
504617,PK-0074,heliport,"Prime Minister's Residence South Helipad",33.737184,73.102587,1992,AS,Pakistan,PK,"Islamabad Capital Territory",PK-IS,IS,Islamabad,0,,,,,,,0,2022-11-02T09:28:03+00:00
41640,PK-0007,heliport,"Korangi Creek Heliport",24.78219985961914,67.13639831542969,3,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,,0,2008-09-01T20:49:28+00:00
317903,PK-0018,closed,"Chota Malir Airstrips",24.95,67.173,165,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,,0,2016-05-15T18:26:12+00:00
317904,PK-0019,closed,"PAF Base Malir",24.97,67.228,205,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,,0,2016-05-15T18:35:35+00:00
340184,PK-0027,heliport,"DHA City Helipad #1",25.0392,67.45574,,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,,0,2021-01-25T21:46:40+00:00
340185,PK-0028,heliport,"DHA City Helipad #2",25.03946,67.4588,,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,,0,2021-01-25T21:47:21+00:00
354515,PK-0067,heliport,"KNPC Helipads (4x)",24.847373,66.786661,,AS,Pakistan,PK,Sindh,PK-SD,SD,Karachi,0,,,,,,,0,2022-05-21T19:05:04+00:00
353400,PK-0065,heliport,"Keti Bunder Heliport",24.14098,67.45042,9,AS,Pakistan,PK,Sindh,PK-SD,SD,"Keti Bunder",0,,,,,,,0,2022-03-08T17:41:51+00:00
343343,PK-0050,heliport,"Sheikh Badin Heliport",32.29758,70.80639,4401,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,"Lakki Marwat",0,,,,,,,0,2021-04-21T23:28:33+00:00
340183,PK-0021,heliport,"Makli-Thatta Heliport",24.74058,67.89657,,AS,Pakistan,PK,Sindh,PK-SD,SD,Makli,0,,,,,,,0,2021-01-25T21:43:45+00:00
325954,PK-0025,closed,"Notakzai Airport",29.653524,66.383008,5102,AS,Pakistan,PK,Balochistan,PK-BA,BA,Notakzai,0,,,,,,,0,2017-12-25T08:34:00+00:00
41643,PK-0010,heliport,"Nushki Heliport",29.540199279785156,66.02449798583984,3271,AS,Pakistan,PK,Balochistan,PK-BA,BA,Nushki,0,,,,,,,0,2008-09-01T20:49:30+00:00
351726,PK-0057,heliport,"Jinnah Naval Base Port Heliport",25.20171,64.67455,16,AS,Pakistan,PK,Balochistan,PK-BA,BA,Ormara,0,,,,,,,0,2022-01-21T23:27:12+00:00
351727,PK-0058,heliport,"Jinnah Naval Base Main Heliport",25.20102,64.66228,13,AS,Pakistan,PK,Balochistan,PK-BA,BA,Ormara,0,,,,,,,0,2022-01-21T23:27:55+00:00
351728,PK-0059,heliport,"PNS Ahsan Heliport",25.18947,64.60514,1480,AS,Pakistan,PK,Balochistan,PK-BA,BA,Ormara,0,,,,,,,0,2022-01-21T23:28:50+00:00
351729,PK-0060,heliport,"Ormara Koh Heliport",25.18835,64.63608,1145,AS,Pakistan,PK,Balochistan,PK-BA,BA,Ormara,0,,,,,,,0,2022-01-21T23:29:33+00:00
351730,PK-0061,heliport,"PAF Dett Ormara Heliport",25.18842,64.66655,873,AS,Pakistan,PK,Balochistan,PK-BA,BA,Ormara,0,,,,,,,0,2022-01-21T23:30:17+00:00
351558,PK-0055,heliport,"Pishukan Heliport",25.11635,62.08178,45,AS,Pakistan,PK,Balochistan,PK-BA,BA,Pishukan,0,,,,,,,0,2022-01-17T05:12:38+00:00
325955,PK-0026,closed,"Khai Airport",28.273904,70.077635,258,AS,Pakistan,PK,Punjab,PK-PB,PB,Sadiqabad,0,,,,,,,0,2017-12-25T10:42:14+00:00
325945,PK-0023,closed,"Saranan Airport",30.566843,66.893477,4858,AS,Pakistan,PK,Balochistan,PK-BA,BA,Saranan,0,,,,,,Sārānān,0,2017-12-24T18:21:16+00:00
343345,PK-0051,closed,"Abbaspur Airfield",32.06285,72.51684,592,AS,Pakistan,PK,Punjab,PK-PB,PB,Sargodha,0,,,,,,,0,2021-04-22T00:21:58+00:00
353420,PK-0066,heliport,"Shah Bandar Heliport",24.15942,67.90063,10,AS,Pakistan,PK,Sindh,PK-SD,SD,"Shah Bandar",0,,,,,,,0,2022-03-09T00:56:27+00:00
343341,PK-0048,heliport,"Kozhak Heliport",30.83216,66.5872,6934,AS,Pakistan,PK,Balochistan,PK-BA,BA,Shelabagh,0,,,,,,,0,2021-04-21T21:58:57+00:00
325953,PK-0024,closed,"Spezand Airfield",29.916193,66.987726,5790,AS,Pakistan,PK,Balochistan,PK-BA,BA,Spezand,0,,,,,,,0,2017-12-25T08:08:25+00:00
429830,PK-0072,heliport,"Taftan Heliport",28.96501,61.57708,,AS,Pakistan,PK,Balochistan,PK-BA,BA,Taftan,0,,,,,,,0,2022-09-15T02:37:29+00:00
341246,PK-0031,closed,"Akwal Airport",32.948658,72.363628,1540,AS,Pakistan,PK,Punjab,PK-PB,PB,Talagang,0,,,,,,,0,2021-02-22T11:10:09+00:00
351559,PK-0056,heliport,"Rimdan Border Patrol Heliport",25.3799,61.6609,33,AS,Pakistan,PK,Balochistan,PK-BA,BA,"Tamp Kuh",0,,,,,,,0,2022-01-17T05:14:04+00:00
325944,PK-0022,closed,"Tank Airport",32.19809,70.404027,825,AS,Pakistan,PK,"Khyber Pakhtunkhwa",PK-KP,KP,Tank,0,,,,,,,0,2017-12-24T17:54:32+00:00
41644,PK-0011,heliport,"Walton Heliport",31.48979949951172,74.34880065917969,695,AS,Pakistan,PK,Punjab,PK-PB,PB,Walton,0,,,,,,,0,2008-09-01T20:49:31+00:00
301278,ZIZ,heliport,"Zamzama Heliport",26.710944444400003,67.66725,128,AS,Pakistan,PK,Sindh,PK-SD,SD,"Zamzama Gas Field",0,,ZIZ,,,,,0,2012-04-21T15:05:52+00:00
